gid,lon,lat,overlap_class,E_high,P_high,adjusted_ch4,index_ch4,density_land_area,coast_distance_km,land_fraction
37.15_119.85,119.85,37.15,Neither,False,False,3.310203599693729,-0.0212674813320164,0.0,6.152801985096979,0.9856512264409169
37.15_119.95,119.95,37.15,Neither,False,False,-1.659672142590766,0.0586736448361113,0.0,11.312662456278764,1.0
37.25_117.85,117.85,37.25,Neither,False,False,-3.755918375896949,-0.7006445727117724,0.9754072577958522,97.37939278547772,1.0
37.25_117.95,117.95,37.25,Neither,False,False,-1.963602344163848,0.2046742782477383,1.6561602397992077,88.61267239744923,1.0
37.25_118.05,118.05,37.25,Neither,False,False,-0.5063052465446614,-0.7006445727117724,0.6705924897346485,79.85632566936209,1.0
37.25_118.15,118.15,37.25,Pumpjack only,False,True,-0.9597573138541368,-0.7006445727117724,2.0016169769352383,71.11418465572652,1.0
37.25_118.25,118.25,37.25,Pumpjack only,False,True,0.4289808130660664,-0.7006445727117724,2.235308299115495,62.392220980911226,1.0
37.25_118.35,118.35,37.25,Neither,False,False,-0.1422730443855745,-0.7006445727117724,0.5080246134353397,53.700267117186655,1.0
37.25_118.45,118.45,37.25,Neither,False,False,1.020278283664294,-0.0234611565718152,0.1320863994931883,45.05569451054758,1.0
37.25_118.55,118.55,37.25,Neither,False,False,1.1073883328309757,0.6101011374489335,0.4064196907482718,36.49219090494056,1.0
37.25_118.65,118.65,37.25,Neither,False,False,3.4522335126815777,-0.2465623468430011,1.58503679391826,27.89457767984683,1.0
37.25_118.75,118.75,37.25,Pumpjack only,False,True,3.4930900366392543,0.9933148623754238,5.151369580234345,19.29506847533829,1.0
37.25_118.85,118.85,37.25,EDGAR only,True,False,2.4776327356578087,1.4641781205472952,0.0,11.038991839983758,1.0
37.25_118.95,118.95,37.25,EDGAR only,True,False,-2.7699835415332386,1.3750874652943896,0.0,3.944578019454044,0.9232479397796596
37.25_119.05,119.05,37.25,Neither,False,False,-19.66716537155761,-0.5653077856379152,0.0,1.063060044345512,0.3969355172214139
37.25_119.15,119.15,37.25,Neither,False,False,-16.213520116448382,-0.4691010908592326,0.0,6.255166124164063,0.0070620817683964
37.25_119.25,119.25,37.25,Neither,False,False,-9.908430244701094,0.4980602443104335,,12.1457180185512,0.0
37.25_119.35,119.35,37.25,Neither,False,False,0.7519056398003353,-0.7006445727117724,,13.717974412144388,0.0
37.25_119.45,119.45,37.25,Neither,False,False,-0.2346868816870971,-0.7006445727117724,,13.17962957536488,0.0
37.25_119.55,119.55,37.25,Neither,False,False,-0.9551907717107916,-0.7006445727117724,,12.104329633985396,0.0
37.25_119.65,119.65,37.25,Neither,False,False,0.515191157766175,-0.7006445727117724,,12.54810068123122,0.0
37.25_119.75,119.75,37.25,Neither,False,False,-27.70454792288314,-0.7006445727117724,,8.563761283486222,0.0
37.25_119.85,119.85,37.25,Neither,False,False,-5.778909960549208,-0.7006445727117724,0.0,3.0155710980970736,0.2443030727741086
37.25_119.95,119.95,37.25,Neither,False,False,6.140518431657663,0.0066174652452474,0.0,4.644572100168387,1.0
37.35_117.85,117.85,37.35,Pumpjack only,False,True,-0.344620341482679,0.1366171580786161,3.60159971448324,90.20855197753608,1.0
37.35_117.95,117.95,37.35,Neither,False,False,-1.7813916723949437,0.9590305362519786,0.0,87.71747873540515,1.0
37.35_118.05,118.05,37.35,Neither,False,False,-2.6386775787861114,0.5381276114335493,0.040696041971562,78.90988162901473,1.0
37.35_118.15,118.15,37.35,Neither,False,False,-4.318167807826093,0.0733422959120625,0.0915660944360145,70.10385318624058,1.0
37.35_118.25,118.25,37.35,Neither,False,False,-3.539896170998236,-0.0321296255010245,0.6918327135165545,61.30006944739433,1.0
37.35_118.35,118.35,37.35,Pumpjack only,False,True,-0.7783318456125452,-0.7006445727117724,2.0348020985781017,52.49965968267804,1.0
37.35_118.45,118.45,37.35,Neither,False,False,1.3406383941813025,-0.0452826035664646,0.8444428709099121,43.70466209894436,1.0
37.35_118.55,118.55,37.35,Neither,False,False,4.262744877648462,0.6231976947160965,0.7833988079525691,34.91916639058049,1.0
37.35_118.65,118.65,37.35,EDGAR only,True,False,3.963019782569962,1.4378017946825694,1.20053323816108,26.152750208866088,1.0
37.35_118.75,118.75,37.35,EDGAR only,True,False,-0.7029564938334861,1.4347033317931015,0.4171344302085108,17.43421852008344,1.0
37.35_118.85,118.85,37.35,Neither,False,False,-7.404245246811675,-0.7006339070087608,0.0,8.901623516647371,1.0
37.35_118.95,118.95,37.35,Neither,False,False,-12.574169284731832,-0.6963278016750978,0.8206412283672957,1.5405095988019033,0.4959054037844128
37.35_119.05,119.05,37.35,Neither,False,False,-26.24351222103221,-0.6654088672030002,,8.993047773703978,0.0
37.35_119.15,119.15,37.35,Neither,False,False,-0.1001985844878419,-0.4640688665156144,,14.730425854643771,0.0
37.35_119.25,119.25,37.35,Neither,False,False,-0.8209546878377761,0.0340917847659512,,20.402498573323165,0.0
37.35_119.35,119.35,37.35,Neither,False,False,0.540989768701639,-0.3824769319818109,,24.32049306006008,0.0
